dump_id,symbol,start_ts,end_ts,pct_chg,vol_mult,dump_type,split
234,BASUSDT,2025-10-18 22:00:00+00:00,2025-10-18 23:00:00+00:00,20.0431,16.5891,fast,train
235,BASUSDT,2025-10-19 01:00:00+00:00,2025-10-19 02:00:00+00:00,10.0062,9.8161,fast,train
236,BASUSDT,2025-10-19 08:00:00+00:00,2025-10-19 09:00:00+00:00,46.0883,68.2254,fast,train
237,BASUSDT,2025-10-20 10:00:00+00:00,2025-10-20 11:00:00+00:00,12.6504,36.4372,fast,train
238,BASUSDT,2025-10-20 14:00:00+00:00,2025-10-20 15:00:00+00:00,11.1675,54.7144,fast,train
239,BASUSDT,2025-10-21 19:00:00+00:00,2025-10-21 20:00:00+00:00,15.9194,53.2182,fast,train
240,BASUSDT,2025-10-21 23:00:00+00:00,2025-10-22 00:00:00+00:00,14.2458,44.3584,fast,train
241,BASUSDT,2025-10-22 14:00:00+00:00,2025-10-22 15:00:00+00:00,11.92,51.7228,fast,train
242,BASUSDT,2025-10-23 02:00:00+00:00,2025-10-23 03:00:00+00:00,13.6018,54.2825,fast,train
243,BASUSDT,2025-10-23 20:00:00+00:00,2025-10-23 21:00:00+00:00,17.9861,38.9661,fast,train
244,BASUSDT,2025-11-13 17:00:00+00:00,2025-11-13 18:00:00+00:00,10.6299,2.5651,fast,test
245,BASUSDT,2025-11-19 15:00:00+00:00,2025-11-19 16:00:00+00:00,13.9384,9.9546,fast,test
246,BASUSDT,2025-11-21 01:00:00+00:00,2025-11-21 02:00:00+00:00,13.6171,7.4129,fast,test
247,BASUSDT,2025-12-13 14:00:00+00:00,2025-12-13 15:00:00+00:00,10.1442,114.5259,fast,test
248,BASUSDT,2025-12-14 15:00:00+00:00,2025-12-14 16:00:00+00:00,18.6908,189.8423,fast,test
249,BASUSDT,2025-12-15 01:00:00+00:00,2025-12-15 02:00:00+00:00,16.2301,62.3156,fast,test
250,BASUSDT,2025-12-16 05:00:00+00:00,2025-12-16 06:00:00+00:00,12.9528,39.6382,fast,test
251,BASUSDT,2025-12-21 12:00:00+00:00,2025-12-21 13:00:00+00:00,10.3604,10.7301,fast,test
252,BASUSDT,2026-01-18 23:00:00+00:00,2026-01-19 00:00:00+00:00,11.0072,16.3883,fast,test
253,BASUSDT,2026-02-15 08:00:00+00:00,2026-02-15 09:00:00+00:00,12.825,10.1509,fast,test
254,BASUSDT,2026-03-26 12:00:00+00:00,2026-03-26 13:00:00+00:00,11.4418,12.2072,fast,test
255,BASUSDT,2026-03-27 10:00:00+00:00,2026-03-27 11:00:00+00:00,11.9986,11.5023,fast,test
256,BASUSDT,2026-04-02 11:00:00+00:00,2026-04-02 12:00:00+00:00,12.6128,7.1462,fast,test
257,BASUSDT,2026-04-10 09:00:00+00:00,2026-04-10 10:00:00+00:00,19.5339,40.0309,fast,test
258,BASUSDT,2026-04-12 23:00:00+00:00,2026-04-13 00:00:00+00:00,10.794,6.58,fast,test
259,BASUSDT,2026-04-22 05:00:00+00:00,2026-04-22 06:00:00+00:00,12.5093,29.7983,fast,test
260,BASUSDT,2026-04-22 08:00:00+00:00,2026-04-22 09:00:00+00:00,10.8793,14.7761,fast,test
261,BASUSDT,2026-04-24 00:00:00+00:00,2026-04-24 01:00:00+00:00,14.0186,9.9461,fast,test
262,BASUSDT,2026-04-24 22:00:00+00:00,2026-04-24 23:00:00+00:00,12.9449,6.4647,fast,test
263,BASUSDT,2026-05-16 23:00:00+00:00,2026-05-17 00:00:00+00:00,11.9914,5.2924,fast,test
264,BCHUSDT,2024-07-04 08:00:00+00:00,2024-07-05 08:00:00+00:00,18.6817,5.5089,standard,train
265,BCHUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,20.6323,5.2678,standard,train
266,BCHUSDT,2024-12-09 19:00:00+00:00,2024-12-10 17:00:00+00:00,18.7215,2.3099,standard,train
267,BCHUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,19.8609,2.1092,standard,train
268,BCHUSDT,2025-02-02 09:00:00+00:00,2025-02-03 04:00:00+00:00,28.1493,6.1715,standard,train
269,BCHUSDT,2025-03-03 13:00:00+00:00,2025-03-04 13:00:00+00:00,16.5604,5.0936,standard,train
270,BCHUSDT,2026-02-05 02:00:00+00:00,2026-02-06 02:00:00+00:00,16.0329,4.7187,standard,test
271,BCHUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,12.0437,18.9904,fast,train
272,BEATUSDT,2025-12-07 11:00:00+00:00,2025-12-08 07:00:00+00:00,23.9742,2.0926,standard,test
273,BEATUSDT,2025-12-12 07:00:00+00:00,2025-12-12 12:00:00+00:00,28.2929,2.356,standard,test
274,BEATUSDT,2025-12-13 13:00:00+00:00,2025-12-14 13:00:00+00:00,47.3226,2.044,standard,test
275,BEATUSDT,2025-12-15 16:00:00+00:00,2025-12-16 16:00:00+00:00,46.8604,3.1855,standard,test
276,BEATUSDT,2025-12-17 02:00:00+00:00,2025-12-17 04:00:00+00:00,21.3611,2.2884,standard,test
277,BEATUSDT,2025-12-18 15:00:00+00:00,2025-12-19 15:00:00+00:00,37.0805,2.3964,standard,test
278,BEATUSDT,2025-12-23 04:00:00+00:00,2025-12-24 04:00:00+00:00,44.9482,2.5153,standard,test
279,BEATUSDT,2025-12-25 01:00:00+00:00,2025-12-26 01:00:00+00:00,39.7779,2.2122,standard,test
280,BEATUSDT,2025-12-29 09:00:00+00:00,2025-12-30 03:00:00+00:00,22.5186,2.0718,standard,test
281,BEATUSDT,2026-02-14 23:00:00+00:00,2026-02-15 19:00:00+00:00,33.0029,2.1891,standard,test
282,BEATUSDT,2026-04-02 10:00:00+00:00,2026-04-03 01:00:00+00:00,19.078,2.0649,standard,test
283,BEATUSDT,2026-04-07 16:00:00+00:00,2026-04-08 13:00:00+00:00,16.806,2.0672,standard,test
284,BEATUSDT,2026-05-24 02:00:00+00:00,2026-05-24 20:00:00+00:00,22.2399,11.6068,standard,test
285,BEATUSDT,2025-11-20 13:00:00+00:00,2025-11-20 14:00:00+00:00,16.7515,7.6865,fast,test
286,BEATUSDT,2025-11-21 03:00:00+00:00,2025-11-21 04:00:00+00:00,15.3302,2.4411,fast,test
287,BEATUSDT,2025-11-21 13:00:00+00:00,2025-11-21 14:00:00+00:00,10.8681,2.2994,fast,test
288,BEATUSDT,2025-12-08 05:00:00+00:00,2025-12-08 06:00:00+00:00,10.8,3.7603,fast,test
289,BEATUSDT,2025-12-12 11:00:00+00:00,2025-12-12 12:00:00+00:00,21.7389,3.617,fast,test
290,BEATUSDT,2025-12-12 20:00:00+00:00,2025-12-12 21:00:00+00:00,11.5921,2.5372,fast,test
291,BEATUSDT,2025-12-14 19:00:00+00:00,2025-12-14 20:00:00+00:00,12.4648,4.4593,fast,test
292,BEATUSDT,2025-12-15 16:00:00+00:00,2025-12-15 17:00:00+00:00,11.4309,6.0761,fast,test
293,BEATUSDT,2025-12-16 11:00:00+00:00,2025-12-16 12:00:00+00:00,16.4879,5.491,fast,test
294,BEATUSDT,2025-12-17 03:00:00+00:00,2025-12-17 04:00:00+00:00,18.5013,5.7415,fast,test
295,BEATUSDT,2025-12-18 16:00:00+00:00,2025-12-18 17:00:00+00:00,13.203,4.037,fast,test
296,BEATUSDT,2025-12-19 08:00:00+00:00,2025-12-19 09:00:00+00:00,13.2315,3.792,fast,test
297,BEATUSDT,2025-12-21 20:00:00+00:00,2025-12-21 21:00:00+00:00,10.2565,5.9041,fast,test
298,BEATUSDT,2025-12-24 00:00:00+00:00,2025-12-24 01:00:00+00:00,14.7296,3.4977,fast,test
299,BEATUSDT,2025-12-24 12:00:00+00:00,2025-12-24 13:00:00+00:00,15.3628,4.0393,fast,test
300,BEATUSDT,2025-12-25 23:00:00+00:00,2025-12-26 00:00:00+00:00,16.7336,3.9816,fast,test
301,BEATUSDT,2025-12-30 00:00:00+00:00,2025-12-30 01:00:00+00:00,17.7888,2.922,fast,test
302,BEATUSDT,2026-01-01 07:00:00+00:00,2026-01-01 08:00:00+00:00,14.0172,3.2023,fast,test
303,BEATUSDT,2026-01-01 11:00:00+00:00,2026-01-01 12:00:00+00:00,11.3777,3.9273,fast,test
304,BEATUSDT,2026-01-02 09:00:00+00:00,2026-01-02 10:00:00+00:00,10.7238,4.849,fast,test
305,BEATUSDT,2026-01-03 17:00:00+00:00,2026-01-03 18:00:00+00:00,11.0623,3.2086,fast,test
306,BEATUSDT,2026-01-06 07:00:00+00:00,2026-01-06 08:00:00+00:00,10.375,3.4378,fast,test
307,BEATUSDT,2026-01-14 05:00:00+00:00,2026-01-14 06:00:00+00:00,11.8929,8.5027,fast,test
308,BEATUSDT,2026-01-18 23:00:00+00:00,2026-01-19 00:00:00+00:00,17.6381,5.2111,fast,test
309,BEATUSDT,2026-02-15 00:00:00+00:00,2026-02-15 01:00:00+00:00,10.665,5.9807,fast,test
310,BEATUSDT,2026-04-17 06:00:00+00:00,2026-04-17 07:00:00+00:00,10.5362,3.1354,fast,test
311,BEATUSDT,2026-05-22 13:00:00+00:00,2026-05-22 14:00:00+00:00,14.5091,109.9066,fast,test
312,BNBUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,21.7367,8.3294,standard,train
313,BNBUSDT,2025-02-02 05:00:00+00:00,2025-02-03 02:00:00+00:00,17.6433,4.8071,standard,train
314,BSBUSDT,2026-04-22 02:00:00+00:00,2026-04-22 09:00:00+00:00,36.2986,2.9879,standard,test
315,BSBUSDT,2026-04-22 23:00:00+00:00,2026-04-23 05:00:00+00:00,18.2735,4.4509,standard,test
316,BSBUSDT,2026-04-23 17:00:00+00:00,2026-04-24 03:00:00+00:00,18.651,9.0756,standard,test
317,BSBUSDT,2026-04-24 09:00:00+00:00,2026-04-24 20:00:00+00:00,32.0412,6.251,standard,test
318,BSBUSDT,2026-04-25 18:00:00+00:00,2026-04-26 03:00:00+00:00,24.9921,12.6199,standard,test
319,BSBUSDT,2026-04-26 06:00:00+00:00,2026-04-26 10:00:00+00:00,29.9782,11.3505,standard,test
320,BSBUSDT,2026-04-27 02:00:00+00:00,2026-04-27 04:00:00+00:00,20.2148,9.3303,standard,test
321,BSBUSDT,2026-04-27 07:00:00+00:00,2026-04-27 12:00:00+00:00,19.4739,6.1071,standard,test
322,BSBUSDT,2026-04-29 05:00:00+00:00,2026-04-29 16:00:00+00:00,64.2865,16.2336,standard,test
323,BSBUSDT,2026-04-30 05:00:00+00:00,2026-04-30 07:00:00+00:00,20.6664,9.0037,standard,test
324,BSBUSDT,2026-04-30 16:00:00+00:00,2026-05-01 14:00:00+00:00,22.154,5.5951,standard,test
325,BSBUSDT,2026-05-04 04:00:00+00:00,2026-05-04 22:00:00+00:00,53.2696,7.0327,standard,test
326,BSBUSDT,2026-05-08 16:00:00+00:00,2026-05-09 03:00:00+00:00,31.5037,4.5422,standard,test
327,BSBUSDT,2026-05-19 18:00:00+00:00,2026-05-19 20:00:00+00:00,32.02,3.8011,standard,test
328,BSBUSDT,2026-05-20 18:00:00+00:00,2026-05-21 11:00:00+00:00,40.0754,4.5777,standard,test
329,BSBUSDT,2026-05-21 16:00:00+00:00,2026-05-22 15:00:00+00:00,52.9706,2.812,standard,test
330,BSBUSDT,2026-05-25 14:00:00+00:00,2026-05-26 14:00:00+00:00,48.8859,3.2051,standard,test
331,BSBUSDT,2026-04-22 02:00:00+00:00,2026-04-22 03:00:00+00:00,16.694,13.0008,fast,test
332,BSBUSDT,2026-04-23 17:00:00+00:00,2026-04-23 18:00:00+00:00,15.1792,13.856,fast,test
333,BSBUSDT,2026-04-24 09:00:00+00:00,2026-04-24 10:00:00+00:00,13.2559,26.8393,fast,test
334,BSBUSDT,2026-04-25 11:00:00+00:00,2026-04-25 12:00:00+00:00,11.1478,5.5634,fast,test
335,BSBUSDT,2026-04-26 01:00:00+00:00,2026-04-26 02:00:00+00:00,14.715,13.7133,fast,test
336,BSBUSDT,2026-04-26 06:00:00+00:00,2026-04-26 07:00:00+00:00,19.1073,34.0501,fast,test
337,BSBUSDT,2026-04-27 03:00:00+00:00,2026-04-27 04:00:00+00:00,14.3868,28.8497,fast,test
338,BSBUSDT,2026-04-27 09:00:00+00:00,2026-04-27 10:00:00+00:00,11.409,12.3129,fast,test
339,BSBUSDT,2026-04-29 14:00:00+00:00,2026-04-29 15:00:00+00:00,36.5287,32.4939,fast,test
340,BSBUSDT,2026-04-30 06:00:00+00:00,2026-04-30 07:00:00+00:00,11.9659,35.2417,fast,test
341,BSBUSDT,2026-04-30 16:00:00+00:00,2026-04-30 17:00:00+00:00,10.2828,18.7611,fast,test
342,BSBUSDT,2026-05-03 06:00:00+00:00,2026-05-03 07:00:00+00:00,14.5463,5.4901,fast,test
343,BSBUSDT,2026-05-04 07:00:00+00:00,2026-05-04 08:00:00+00:00,11.8865,6.9019,fast,test
344,BSBUSDT,2026-05-04 11:00:00+00:00,2026-05-04 12:00:00+00:00,12.8911,7.2014,fast,test
345,BSBUSDT,2026-05-04 17:00:00+00:00,2026-05-04 18:00:00+00:00,25.1736,9.2792,fast,test
346,BSBUSDT,2026-05-08 17:00:00+00:00,2026-05-08 18:00:00+00:00,16.6996,22.7716,fast,test
347,BSBUSDT,2026-05-18 01:00:00+00:00,2026-05-18 02:00:00+00:00,11.2553,10.2766,fast,test
348,BSBUSDT,2026-05-19 19:00:00+00:00,2026-05-19 20:00:00+00:00,30.7813,14.5838,fast,test
349,BSBUSDT,2026-05-20 19:00:00+00:00,2026-05-20 20:00:00+00:00,27.8874,8.973,fast,test
350,BSBUSDT,2026-05-21 02:00:00+00:00,2026-05-21 03:00:00+00:00,13.9716,4.4105,fast,test
351,BSBUSDT,2026-05-21 13:00:00+00:00,2026-05-21 14:00:00+00:00,13.2856,11.3235,fast,test
352,BSBUSDT,2026-05-22 12:00:00+00:00,2026-05-22 13:00:00+00:00,18.9138,7.3552,fast,test
353,BSBUSDT,2026-05-24 09:00:00+00:00,2026-05-24 10:00:00+00:00,17.8657,6.9847,fast,test
354,BSBUSDT,2026-05-25 14:00:00+00:00,2026-05-25 15:00:00+00:00,29.5437,21.3035,fast,test
355,BSBUSDT,2026-05-25 16:00:00+00:00,2026-05-25 17:00:00+00:00,10.8425,6.9352,fast,test
356,BSBUSDT,2026-05-27 10:00:00+00:00,2026-05-27 11:00:00+00:00,14.1433,5.4828,fast,test
357,BTCUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,18.4198,5.6083,standard,train
358,BZUSDT,2026-04-07 14:00:00+00:00,2026-04-08 12:00:00+00:00,17.9223,7.7175,standard,test
359,CHZUSDT,2024-06-06 18:00:00+00:00,2024-06-07 18:00:00+00:00,15.0198,2.3732,standard,train
360,CHZUSDT,2024-06-17 01:00:00+00:00,2024-06-18 01:00:00+00:00,18.6296,2.4833,standard,train
361,CHZUSDT,2024-07-04 02:00:00+00:00,2024-07-05 02:00:00+00:00,19.3609,2.1704,standard,train
362,CHZUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,21.3013,6.6504,standard,train
363,CHZUSDT,2024-11-12 08:00:00+00:00,2024-11-13 06:00:00+00:00,15.0982,2.4812,standard,train
364,CHZUSDT,2024-12-09 18:00:00+00:00,2024-12-10 17:00:00+00:00,23.3367,2.3301,standard,train
365,CHZUSDT,2025-02-02 01:00:00+00:00,2025-02-03 01:00:00+00:00,27.0129,3.3887,standard,train
366,CHZUSDT,2025-03-03 01:00:00+00:00,2025-03-04 01:00:00+00:00,15.6736,2.3553,standard,train
367,CHZUSDT,2025-10-10 12:00:00+00:00,2025-10-10 21:00:00+00:00,31.7998,6.9818,standard,train
368,CHZUSDT,2026-01-28 21:00:00+00:00,2026-01-29 18:00:00+00:00,19.2922,2.0405,standard,test
369,CHZUSDT,2026-02-05 01:00:00+00:00,2026-02-06 00:00:00+00:00,15.0023,3.2826,standard,test
370,CHZUSDT,2026-05-22 12:00:00+00:00,2026-05-23 12:00:00+00:00,16.2551,2.5483,standard,test
371,CHZUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,11.4002,12.1031,fast,train
372,CHZUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,22.7175,49.9134,fast,train
373,CLUSDT,2026-04-07 14:00:00+00:00,2026-04-08 12:00:00+00:00,20.7402,14.9103,standard,test
374,CRCLUSDT,2026-03-23 23:00:00+00:00,2026-03-24 22:00:00+00:00,21.714,10.0867,standard,test
375,DASHUSDT,2024-07-04 05:00:00+00:00,2024-07-05 02:00:00+00:00,17.2964,3.9913,standard,train
376,DASHUSDT,2024-12-09 05:00:00+00:00,2024-12-10 03:00:00+00:00,24.0105,2.9546,standard,train
377,DASHUSDT,2025-02-02 05:00:00+00:00,2025-02-03 02:00:00+00:00,28.2616,4.3555,standard,train
378,DASHUSDT,2025-04-06 08:00:00+00:00,2025-04-07 06:00:00+00:00,15.3593,2.2759,standard,train
379,DASHUSDT,2025-10-02 13:00:00+00:00,2025-10-03 02:00:00+00:00,17.1715,16.7011,standard,train
380,DASHUSDT,2025-10-03 10:00:00+00:00,2025-10-04 10:00:00+00:00,15.3451,7.2166,standard,train
381,DASHUSDT,2025-10-10 10:00:00+00:00,2025-10-11 01:00:00+00:00,27.4989,25.4968,standard,train
382,DASHUSDT,2025-10-13 05:00:00+00:00,2025-10-14 05:00:00+00:00,20.8859,7.0617,standard,train
383,DASHUSDT,2025-10-16 12:00:00+00:00,2025-10-17 07:00:00+00:00,19.1025,3.4762,standard,train
384,DASHUSDT,2025-11-04 10:00:00+00:00,2025-11-05 10:00:00+00:00,27.9689,5.4112,standard,test
385,DASHUSDT,2025-11-07 08:00:00+00:00,2025-11-08 08:00:00+00:00,30.5714,2.5704,standard,test
386,DASHUSDT,2025-11-16 16:00:00+00:00,2025-11-17 13:00:00+00:00,19.6617,2.4206,standard,test
387,DASHUSDT,2026-01-16 08:00:00+00:00,2026-01-17 08:00:00+00:00,19.7064,12.811,standard,test
388,DASHUSDT,2026-01-19 07:00:00+00:00,2026-01-20 07:00:00+00:00,17.4892,6.3809,standard,test
389,DASHUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,12.4267,17.6065,fast,train
390,DASHUSDT,2025-11-04 04:00:00+00:00,2025-11-04 05:00:00+00:00,13.9797,14.8413,fast,test
391,DASHUSDT,2025-11-04 14:00:00+00:00,2025-11-04 15:00:00+00:00,10.245,10.7382,fast,test
392,DOGEUSDT,2024-07-04 03:00:00+00:00,2024-07-05 03:00:00+00:00,18.4678,4.3892,standard,train
393,DOGEUSDT,2024-08-04 12:00:00+00:00,2024-08-05 12:00:00+00:00,23.3528,5.6481,standard,train
394,DOGEUSDT,2024-11-12 08:00:00+00:00,2024-11-13 05:00:00+00:00,16.3126,6.7673,standard,train
395,DOGEUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,27.2717,2.7176,standard,train
396,DOGEUSDT,2025-02-02 01:00:00+00:00,2025-02-03 01:00:00+00:00,26.8803,3.3937,standard,train
397,DOGEUSDT,2025-03-02 23:00:00+00:00,2025-03-03 21:00:00+00:00,18.831,2.4463,standard,train
398,DOGEUSDT,2025-03-10 11:00:00+00:00,2025-03-11 00:00:00+00:00,16.4627,2.8894,standard,train
399,DOGEUSDT,2025-04-06 06:00:00+00:00,2025-04-07 06:00:00+00:00,20.7841,2.9309,standard,train
400,DOGEUSDT,2025-10-10 05:00:00+00:00,2025-10-10 21:00:00+00:00,26.1601,4.6809,standard,train
401,DOGEUSDT,2026-02-05 01:00:00+00:00,2026-02-06 00:00:00+00:00,15.4515,5.751,standard,test
402,DOGEUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,10.128,11.9731,fast,train
403,DOGEUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,15.0523,27.5275,fast,train
404,DOTUSDT,2024-07-04 05:00:00+00:00,2024-07-05 02:00:00+00:00,15.1965,3.7257,standard,train
405,DOTUSDT,2024-08-04 06:00:00+00:00,2024-08-05 06:00:00+00:00,24.0645,5.8476,standard,train
406,DOTUSDT,2024-12-09 18:00:00+00:00,2024-12-10 17:00:00+00:00,20.3951,2.3431,standard,train
407,DOTUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,21.4286,2.0725,standard,train
408,DOTUSDT,2025-01-19 01:00:00+00:00,2025-01-20 00:00:00+00:00,15.985,3.2745,standard,train
409,DOTUSDT,2025-02-02 08:00:00+00:00,2025-02-03 04:00:00+00:00,29.3415,5.2866,standard,train
410,DOTUSDT,2025-03-03 05:00:00+00:00,2025-03-04 03:00:00+00:00,17.8405,2.4141,standard,train
411,DOTUSDT,2025-04-06 10:00:00+00:00,2025-04-07 06:00:00+00:00,16.138,3.3722,standard,train
412,DOTUSDT,2025-10-10 13:00:00+00:00,2025-10-10 22:00:00+00:00,32.7444,8.5322,standard,train
413,DOTUSDT,2025-11-02 23:00:00+00:00,2025-11-03 20:00:00+00:00,15.1139,2.8269,standard,test
414,DOTUSDT,2025-11-20 12:00:00+00:00,2025-11-21 11:00:00+00:00,16.2915,2.5838,standard,test
415,DOTUSDT,2026-02-05 00:00:00+00:00,2026-02-06 00:00:00+00:00,16.0739,5.7631,standard,test
416,DOTUSDT,2025-02-03 00:00:00+00:00,2025-02-03 01:00:00+00:00,13.6327,16.1218,fast,train
417,DOTUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,21.886,53.3318,fast,train
418,DRIFTUSDT,2024-12-19 11:00:00+00:00,2024-12-20 11:00:00+00:00,19.9781,2.0294,standard,train
419,DRIFTUSDT,2025-01-01 08:00:00+00:00,2025-01-02 01:00:00+00:00,16.6375,4.2179,standard,train
420,DRIFTUSDT,2025-01-19 04:00:00+00:00,2025-01-20 02:00:00+00:00,18.1078,2.4063,standard,train
421,DRIFTUSDT,2025-02-02 08:00:00+00:00,2025-02-03 02:00:00+00:00,26.1652,3.4377,standard,train
422,DRIFTUSDT,2025-03-28 02:00:00+00:00,2025-03-29 02:00:00+00:00,15.8869,2.4492,standard,train
423,DRIFTUSDT,2025-04-06 14:00:00+00:00,2025-04-07 06:00:00+00:00,16.7305,2.0656,standard,train
424,DRIFTUSDT,2025-04-30 18:00:00+00:00,2025-05-01 17:00:00+00:00,19.2839,25.0386,standard,train
425,DRIFTUSDT,2025-05-30 02:00:00+00:00,2025-05-31 02:00:00+00:00,23.7954,3.2204,standard,train
426,DRIFTUSDT,2025-06-21 15:00:00+00:00,2025-06-22 15:00:00+00:00,17.8472,3.6582,standard,train
427,DRIFTUSDT,2025-09-22 00:00:00+00:00,2025-09-22 19:00:00+00:00,19.583,4.3443,standard,train
428,DRIFTUSDT,2025-09-24 17:00:00+00:00,2025-09-25 17:00:00+00:00,16.2992,3.2559,standard,train
429,DRIFTUSDT,2025-10-10 05:00:00+00:00,2025-10-11 01:00:00+00:00,28.8705,2.9458,standard,train
430,DRIFTUSDT,2025-11-02 23:00:00+00:00,2025-11-03 15:00:00+00:00,19.0429,2.1885,standard,test
431,DRIFTUSDT,2025-11-20 12:00:00+00:00,2025-11-21 09:00:00+00:00,17.3024,2.1155,standard,test
432,DRIFTUSDT,2026-01-29 01:00:00+00:00,2026-01-30 01:00:00+00:00,17.7914,2.5796,standard,test
433,DRIFTUSDT,2026-01-30 19:00:00+00:00,2026-01-31 18:00:00+00:00,18.6495,2.6075,standard,test
434,DRIFTUSDT,2026-02-04 20:00:00+00:00,2026-02-05 20:00:00+00:00,21.5649,3.0329,standard,test
435,DRIFTUSDT,2026-04-01 11:00:00+00:00,2026-04-02 04:00:00+00:00,47.5742,235.1081,standard,test
436,DRIFTUSDT,2026-04-02 12:00:00+00:00,2026-04-03 03:00:00+00:00,31.1016,114.5729,standard,test
437,DRIFTUSDT,2026-04-03 17:00:00+00:00,2026-04-04 15:00:00+00:00,22.13,51.387,standard,test
438,DRIFTUSDT,2026-04-05 23:00:00+00:00,2026-04-06 08:00:00+00:00,15.9635,53.4779,standard,test
439,DRIFTUSDT,2026-04-06 21:00:00+00:00,2026-04-07 17:00:00+00:00,45.1413,106.6533,standard,test
440,DRIFTUSDT,2026-04-08 09:00:00+00:00,2026-04-09 09:00:00+00:00,33.7073,104.9029,standard,test
441,DRIFTUSDT,2026-04-13 06:00:00+00:00,2026-04-13 18:00:00+00:00,23.5641,17.3012,standard,test
442,DRIFTUSDT,2026-04-16 12:00:00+00:00,2026-04-17 11:00:00+00:00,21.0987,6.4786,standard,test
443,DRIFTUSDT,2026-05-26 11:00:00+00:00,2026-05-27 06:00:00+00:00,26.3051,95.8338,standard,test
444,DRIFTUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,12.8791,17.8556,fast,train
445,DRIFTUSDT,2026-04-01 16:00:00+00:00,2026-04-01 17:00:00+00:00,20.6087,1132.0005,fast,test
446,DRIFTUSDT,2026-04-02 12:00:00+00:00,2026-04-02 13:00:00+00:00,14.9481,456.3793,fast,test
447,DRIFTUSDT,2026-04-05 09:00:00+00:00,2026-04-05 10:00:00+00:00,12.1941,190.0038,fast,test
448,DRIFTUSDT,2026-04-07 08:00:00+00:00,2026-04-07 09:00:00+00:00,11.5375,138.9654,fast,test
449,DRIFTUSDT,2026-04-07 10:00:00+00:00,2026-04-07 11:00:00+00:00,10.0833,170.9075,fast,test
450,DRIFTUSDT,2026-04-08 11:00:00+00:00,2026-04-08 12:00:00+00:00,18.154,547.5889,fast,test
451,DRIFTUSDT,2026-04-30 07:00:00+00:00,2026-04-30 08:00:00+00:00,10.8737,18.6792,fast,test
452,DRIFTUSDT,2026-05-27 03:00:00+00:00,2026-05-27 04:00:00+00:00,17.9378,225.2021,fast,test
453,EDENUSDT,2025-10-25 13:00:00+00:00,2025-10-26 02:00:00+00:00,20.071,2.081,standard,train
454,EDENUSDT,2025-11-30 20:00:00+00:00,2025-12-01 15:00:00+00:00,15.6616,2.0173,standard,test
455,EDENUSDT,2025-12-16 06:00:00+00:00,2025-12-16 13:00:00+00:00,21.0145,25.4243,standard,test
456,EDENUSDT,2025-12-17 04:00:00+00:00,2025-12-18 01:00:00+00:00,17.0948,4.599,standard,test
457,EDENUSDT,2026-01-31 05:00:00+00:00,2026-01-31 18:00:00+00:00,15.0665,2.0078,standard,test
458,EDENUSDT,2026-02-05 08:00:00+00:00,2026-02-06 00:00:00+00:00,16.8339,4.2668,standard,test
459,EDENUSDT,2026-03-07 07:00:00+00:00,2026-03-08 03:00:00+00:00,17.292,3.3127,standard,test
460,EDENUSDT,2026-05-17 16:00:00+00:00,2026-05-18 16:00:00+00:00,29.7069,199.9904,standard,test
461,EDENUSDT,2026-05-22 10:00:00+00:00,2026-05-23 04:00:00+00:00,46.099,88.2346,standard,test
462,EDENUSDT,2026-05-23 10:00:00+00:00,2026-05-24 07:00:00+00:00,19.4599,34.7794,standard,test
463,EDENUSDT,2026-05-24 16:00:00+00:00,2026-05-25 16:00:00+00:00,22.649,18.5804,standard,test
464,EDENUSDT,2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,32.1542,6.6118,fast,train
465,EDENUSDT,2025-10-25 13:00:00+00:00,2025-10-25 14:00:00+00:00,11.9005,15.0273,fast,train
466,EDENUSDT,2025-12-16 06:00:00+00:00,2025-12-16 07:00:00+00:00,11.4041,86.3636,fast,test
467,EDENUSDT,2026-05-17 16:00:00+00:00,2026-05-17 17:00:00+00:00,17.0219,880.5381,fast,test
468,EDENUSDT,2026-05-18 04:00:00+00:00,2026-05-18 05:00:00+00:00,12.3924,272.5847,fast,test
469,EDENUSDT,2026-05-20 04:00:00+00:00,2026-05-20 05:00:00+00:00,10.3953,274.1155,fast,test
