dump_id,date,symbol,pct_chg,primary_cause,secondary_cause,all_catalysts,confidence,notes
365,2025-02-02 01:00:00+00:00,CHZUSDT,27.01,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
366,2025-03-03 01:00:00+00:00,CHZUSDT,15.67,unknown,none,unknown,NONE,fg=30(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
367,2025-10-10 12:00:00+00:00,CHZUSDT,31.8,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
368,2026-01-28 21:00:00+00:00,CHZUSDT,19.29,unknown,none,unknown,NONE,fg=29(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
369,2026-02-05 01:00:00+00:00,CHZUSDT,15.0,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
370,2026-05-22 12:00:00+00:00,CHZUSDT,16.26,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
371,2025-02-03 00:00:00+00:00,CHZUSDT,11.4,btc_cascade,none,btc_cascade,HIGH,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
372,2025-10-10 20:00:00+00:00,CHZUSDT,22.72,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
373,2026-04-07 14:00:00+00:00,CLUSDT,20.74,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
374,2026-03-23 23:00:00+00:00,CRCLUSDT,21.71,macro_event,none,macro_event,LOW,fg=9(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
375,2024-07-04 05:00:00+00:00,DASHUSDT,17.3,unknown,none,unknown,NONE,fg=47(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
376,2024-12-09 05:00:00+00:00,DASHUSDT,24.01,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
377,2025-02-02 05:00:00+00:00,DASHUSDT,28.26,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
378,2025-04-06 08:00:00+00:00,DASHUSDT,15.36,unknown,none,unknown,NONE,fg=32(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
379,2025-10-02 13:00:00+00:00,DASHUSDT,17.17,unknown,none,unknown,NONE,fg=56(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
380,2025-10-03 10:00:00+00:00,DASHUSDT,15.35,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
381,2025-10-10 10:00:00+00:00,DASHUSDT,27.5,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
382,2025-10-13 05:00:00+00:00,DASHUSDT,20.89,macro_event,none,macro_event,LOW,fg=31(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
383,2025-10-16 12:00:00+00:00,DASHUSDT,19.1,unknown,none,unknown,NONE,fg=31(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
384,2025-11-04 10:00:00+00:00,DASHUSDT,27.97,macro_event,none,macro_event,LOW,fg=32(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
385,2025-11-07 08:00:00+00:00,DASHUSDT,30.57,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
386,2025-11-16 16:00:00+00:00,DASHUSDT,19.66,macro_event,none,macro_event,LOW,fg=10(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
387,2026-01-16 08:00:00+00:00,DASHUSDT,19.71,unknown,none,unknown,NONE,fg=55(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
388,2026-01-19 07:00:00+00:00,DASHUSDT,17.49,unknown,none,unknown,NONE,fg=46(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
389,2025-02-03 00:00:00+00:00,DASHUSDT,12.43,btc_cascade,none,btc_cascade,HIGH,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
390,2025-11-04 04:00:00+00:00,DASHUSDT,13.98,macro_event,btc_cascade,macro_event|btc_cascade,HIGH,fg=32(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
391,2025-11-04 14:00:00+00:00,DASHUSDT,10.24,macro_event,none,macro_event,LOW,fg=32(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
392,2024-07-04 03:00:00+00:00,DOGEUSDT,18.47,btc_cascade,none,btc_cascade,HIGH,fg=47(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
393,2024-08-04 12:00:00+00:00,DOGEUSDT,23.35,btc_cascade,none,btc_cascade,HIGH,fg=36(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
394,2024-11-12 08:00:00+00:00,DOGEUSDT,16.31,btc_cascade,none,btc_cascade,HIGH,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
395,2024-12-19 11:00:00+00:00,DOGEUSDT,27.27,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
396,2025-02-02 01:00:00+00:00,DOGEUSDT,26.88,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
397,2025-03-02 23:00:00+00:00,DOGEUSDT,18.83,macro_event,none,macro_event,LOW,fg=23(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
398,2025-03-10 11:00:00+00:00,DOGEUSDT,16.46,macro_event,btc_cascade,macro_event|btc_cascade,HIGH,fg=24(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
399,2025-04-06 06:00:00+00:00,DOGEUSDT,20.78,unknown,none,unknown,NONE,fg=32(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
400,2025-10-10 05:00:00+00:00,DOGEUSDT,26.16,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
401,2026-02-05 01:00:00+00:00,DOGEUSDT,15.45,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
402,2025-02-03 00:00:00+00:00,DOGEUSDT,10.13,btc_cascade,none,btc_cascade,HIGH,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
403,2025-10-10 20:00:00+00:00,DOGEUSDT,15.05,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
404,2024-07-04 05:00:00+00:00,DOTUSDT,15.2,unknown,none,unknown,NONE,fg=47(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
405,2024-08-04 06:00:00+00:00,DOTUSDT,24.06,unknown,none,unknown,NONE,fg=36(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
406,2024-12-09 18:00:00+00:00,DOTUSDT,20.4,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
407,2024-12-19 11:00:00+00:00,DOTUSDT,21.43,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
408,2025-01-19 01:00:00+00:00,DOTUSDT,15.98,unknown,none,unknown,NONE,fg=77(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
409,2025-02-02 08:00:00+00:00,DOTUSDT,29.34,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
410,2025-03-03 05:00:00+00:00,DOTUSDT,17.84,btc_cascade,none,btc_cascade,HIGH,fg=30(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
411,2025-04-06 10:00:00+00:00,DOTUSDT,16.14,unknown,none,unknown,NONE,fg=32(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
412,2025-10-10 13:00:00+00:00,DOTUSDT,32.74,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
413,2025-11-02 23:00:00+00:00,DOTUSDT,15.11,unknown,none,unknown,NONE,fg=35(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
414,2025-11-20 12:00:00+00:00,DOTUSDT,16.29,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
415,2026-02-05 00:00:00+00:00,DOTUSDT,16.07,macro_event,none,macro_event,LOW,fg=16(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
416,2025-02-03 00:00:00+00:00,DOTUSDT,13.63,btc_cascade,none,btc_cascade,HIGH,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
417,2025-10-10 20:00:00+00:00,DOTUSDT,21.89,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
418,2024-12-19 11:00:00+00:00,DRIFTUSDT,19.98,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
419,2025-01-01 08:00:00+00:00,DRIFTUSDT,16.64,unknown,none,unknown,NONE,fg=65(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
420,2025-01-19 04:00:00+00:00,DRIFTUSDT,18.11,unknown,none,unknown,NONE,fg=77(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
421,2025-02-02 08:00:00+00:00,DRIFTUSDT,26.17,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
422,2025-03-28 02:00:00+00:00,DRIFTUSDT,15.89,unknown,none,unknown,NONE,fg=42(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
423,2025-04-06 14:00:00+00:00,DRIFTUSDT,16.73,unknown,none,unknown,NONE,fg=32(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
424,2025-04-30 18:00:00+00:00,DRIFTUSDT,19.28,unknown,none,unknown,NONE,fg=58(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
425,2025-05-30 02:00:00+00:00,DRIFTUSDT,23.8,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
426,2025-06-21 15:00:00+00:00,DRIFTUSDT,17.85,unknown,none,unknown,NONE,fg=52(Neutral); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
427,2025-09-22 00:00:00+00:00,DRIFTUSDT,19.58,unknown,none,unknown,NONE,fg=48(Neutral); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
428,2025-09-24 17:00:00+00:00,DRIFTUSDT,16.3,unknown,none,unknown,NONE,fg=44(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
429,2025-10-10 05:00:00+00:00,DRIFTUSDT,28.87,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
430,2025-11-02 23:00:00+00:00,DRIFTUSDT,19.04,unknown,none,unknown,NONE,fg=35(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
431,2025-11-20 12:00:00+00:00,DRIFTUSDT,17.3,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
432,2026-01-29 01:00:00+00:00,DRIFTUSDT,17.79,unknown,none,unknown,NONE,fg=28(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
433,2026-01-30 19:00:00+00:00,DRIFTUSDT,18.65,macro_event,stablecoin_outflow,macro_event|stablecoin_outflow,LOW,fg=21(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
434,2026-02-04 20:00:00+00:00,DRIFTUSDT,21.56,macro_event,none,macro_event,LOW,fg=16(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
435,2026-04-01 11:00:00+00:00,DRIFTUSDT,47.57,macro_event,none,macro_event,LOW,fg=10(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
436,2026-04-02 12:00:00+00:00,DRIFTUSDT,31.1,macro_event,none,macro_event,LOW,fg=10(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
437,2026-04-03 17:00:00+00:00,DRIFTUSDT,22.13,macro_event,none,macro_event,LOW,fg=10(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
438,2026-04-05 23:00:00+00:00,DRIFTUSDT,15.96,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
439,2026-04-06 21:00:00+00:00,DRIFTUSDT,45.14,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
440,2026-04-08 09:00:00+00:00,DRIFTUSDT,33.71,macro_event,none,macro_event,LOW,fg=14(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
441,2026-04-13 06:00:00+00:00,DRIFTUSDT,23.56,macro_event,none,macro_event,LOW,fg=14(Extreme Fear); liq_cascade:pre_coverage; token_unlock:no_data
442,2026-04-16 12:00:00+00:00,DRIFTUSDT,21.1,macro_event,none,macro_event,LOW,fg=23(Extreme Fear); token_unlock:no_data
443,2026-05-26 11:00:00+00:00,DRIFTUSDT,26.31,unknown,none,unknown,NONE,fg=32(Fear); token_unlock:no_data
444,2025-10-10 20:00:00+00:00,DRIFTUSDT,12.88,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
445,2026-04-01 16:00:00+00:00,DRIFTUSDT,20.61,macro_event,none,macro_event,LOW,fg=10(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
446,2026-04-02 12:00:00+00:00,DRIFTUSDT,14.95,macro_event,none,macro_event,LOW,fg=10(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
447,2026-04-05 09:00:00+00:00,DRIFTUSDT,12.19,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
448,2026-04-07 08:00:00+00:00,DRIFTUSDT,11.54,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
449,2026-04-07 10:00:00+00:00,DRIFTUSDT,10.08,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
450,2026-04-08 11:00:00+00:00,DRIFTUSDT,18.15,macro_event,none,macro_event,LOW,fg=14(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
451,2026-04-30 07:00:00+00:00,DRIFTUSDT,10.87,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
452,2026-05-27 03:00:00+00:00,DRIFTUSDT,17.94,macro_event,none,macro_event,LOW,fg=30(Extreme Fear); token_unlock:no_data
453,2025-10-25 13:00:00+00:00,EDENUSDT,20.07,unknown,none,unknown,NONE,fg=34(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
454,2025-11-30 20:00:00+00:00,EDENUSDT,15.66,unknown,none,unknown,NONE,fg=28(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
455,2025-12-16 06:00:00+00:00,EDENUSDT,21.01,macro_event,none,macro_event,LOW,fg=14(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
456,2025-12-17 04:00:00+00:00,EDENUSDT,17.09,macro_event,none,macro_event,LOW,fg=14(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
457,2026-01-31 05:00:00+00:00,EDENUSDT,15.07,macro_event,stablecoin_outflow,macro_event|stablecoin_outflow,LOW,fg=18(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
458,2026-02-05 08:00:00+00:00,EDENUSDT,16.83,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
459,2026-03-07 07:00:00+00:00,EDENUSDT,17.29,macro_event,none,macro_event,LOW,fg=15(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
460,2026-05-17 16:00:00+00:00,EDENUSDT,29.71,unknown,none,unknown,NONE,fg=29(Fear); token_unlock:no_data
461,2026-05-22 10:00:00+00:00,EDENUSDT,46.1,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
462,2026-05-23 10:00:00+00:00,EDENUSDT,19.46,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
463,2026-05-24 16:00:00+00:00,EDENUSDT,22.65,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); token_unlock:no_data
464,2025-10-10 20:00:00+00:00,EDENUSDT,32.15,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
465,2025-10-25 13:00:00+00:00,EDENUSDT,11.9,unknown,none,unknown,NONE,fg=34(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
466,2025-12-16 06:00:00+00:00,EDENUSDT,11.4,macro_event,none,macro_event,LOW,fg=14(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
467,2026-05-17 16:00:00+00:00,EDENUSDT,17.02,unknown,none,unknown,NONE,fg=29(Fear); token_unlock:no_data
468,2026-05-18 04:00:00+00:00,EDENUSDT,12.39,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
469,2026-05-20 04:00:00+00:00,EDENUSDT,10.4,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); token_unlock:no_data
470,2026-05-22 06:00:00+00:00,EDENUSDT,10.16,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
471,2026-05-22 10:00:00+00:00,EDENUSDT,14.55,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
472,2026-05-22 18:00:00+00:00,EDENUSDT,19.17,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
473,2026-05-23 03:00:00+00:00,EDENUSDT,18.68,unknown,none,unknown,NONE,fg=28(Fear); token_unlock:no_data
474,2024-06-17 01:00:00+00:00,ENAUSDT,21.74,unknown,none,unknown,NONE,fg=71(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
475,2024-07-04 03:00:00+00:00,ENAUSDT,22.22,btc_cascade,none,btc_cascade,HIGH,fg=47(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
476,2024-07-07 11:00:00+00:00,ENAUSDT,17.02,unknown,none,unknown,NONE,fg=28(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
477,2024-07-24 12:00:00+00:00,ENAUSDT,16.45,unknown,none,unknown,NONE,fg=70(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
478,2024-08-04 12:00:00+00:00,ENAUSDT,26.66,btc_cascade,none,btc_cascade,HIGH,fg=36(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
479,2024-12-19 11:00:00+00:00,ENAUSDT,26.06,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
480,2025-01-13 00:00:00+00:00,ENAUSDT,16.72,unknown,none,unknown,NONE,fg=66(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
481,2025-01-26 16:00:00+00:00,ENAUSDT,15.11,unknown,none,unknown,NONE,fg=74(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
482,2025-02-02 01:00:00+00:00,ENAUSDT,25.53,unknown,none,unknown,NONE,fg=64(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
483,2025-04-02 14:00:00+00:00,ENAUSDT,15.95,unknown,none,unknown,NONE,fg=39(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
484,2025-04-06 08:00:00+00:00,ENAUSDT,16.69,unknown,none,unknown,NONE,fg=32(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
485,2025-07-31 08:00:00+00:00,ENAUSDT,15.55,unknown,none,unknown,NONE,fg=73(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
486,2025-10-10 13:00:00+00:00,ENAUSDT,27.6,unknown,none,unknown,NONE,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
487,2025-11-20 12:00:00+00:00,ENAUSDT,17.32,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
488,2026-01-30 18:00:00+00:00,ENAUSDT,16.87,macro_event,stablecoin_outflow,macro_event|stablecoin_outflow,LOW,fg=21(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
489,2026-02-05 01:00:00+00:00,ENAUSDT,17.04,macro_event,none,macro_event,LOW,fg=13(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
490,2025-10-10 20:00:00+00:00,ENAUSDT,11.93,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
491,2025-07-31 00:00:00+00:00,ESPORTSUSDT,18.0,unknown,none,unknown,NONE,fg=74(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
492,2025-08-04 09:00:00+00:00,ESPORTSUSDT,35.69,unknown,none,unknown,NONE,fg=58(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
493,2025-10-09 22:00:00+00:00,ESPORTSUSDT,30.62,unknown,none,unknown,NONE,fg=65(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
494,2025-10-12 21:00:00+00:00,ESPORTSUSDT,22.79,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
495,2025-11-07 05:00:00+00:00,ESPORTSUSDT,22.7,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
496,2025-11-13 05:00:00+00:00,ESPORTSUSDT,35.98,macro_event,none,macro_event,LOW,fg=20(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
497,2025-11-13 21:00:00+00:00,ESPORTSUSDT,23.16,macro_event,none,macro_event,LOW,fg=20(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
498,2025-12-03 14:00:00+00:00,ESPORTSUSDT,15.21,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
499,2026-01-04 11:00:00+00:00,ESPORTSUSDT,18.66,macro_event,none,macro_event,LOW,fg=27(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
500,2026-02-10 06:00:00+00:00,ESPORTSUSDT,17.76,macro_event,none,macro_event,LOW,fg=12(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
501,2026-04-19 21:00:00+00:00,ESPORTSUSDT,16.52,unknown,none,unknown,NONE,fg=26(Fear); token_unlock:no_data
502,2026-04-24 17:00:00+00:00,ESPORTSUSDT,28.3,unknown,none,unknown,NONE,fg=42(Fear); token_unlock:no_data
503,2026-05-19 11:00:00+00:00,ESPORTSUSDT,16.38,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); token_unlock:no_data
504,2026-05-20 23:00:00+00:00,ESPORTSUSDT,18.19,macro_event,none,macro_event,LOW,fg=26(Extreme Fear); token_unlock:no_data
505,2026-05-25 07:00:00+00:00,ESPORTSUSDT,93.33,macro_event,none,macro_event,LOW,fg=28(Extreme Fear); token_unlock:no_data
506,2025-08-04 12:00:00+00:00,ESPORTSUSDT,14.0,unknown,none,unknown,NONE,fg=58(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
507,2025-08-05 10:00:00+00:00,ESPORTSUSDT,10.69,unknown,none,unknown,NONE,fg=62(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
508,2025-08-08 02:00:00+00:00,ESPORTSUSDT,29.83,unknown,none,unknown,NONE,fg=68(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
509,2025-08-30 07:00:00+00:00,ESPORTSUSDT,16.77,unknown,none,unknown,NONE,fg=44(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
510,2025-09-04 08:00:00+00:00,ESPORTSUSDT,10.51,unknown,none,unknown,NONE,fg=53(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
511,2025-10-10 20:00:00+00:00,ESPORTSUSDT,23.45,btc_cascade,none,btc_cascade,HIGH,fg=67(Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
512,2025-10-13 13:00:00+00:00,ESPORTSUSDT,10.25,macro_event,none,macro_event,LOW,fg=31(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
513,2025-11-04 16:00:00+00:00,ESPORTSUSDT,11.91,macro_event,none,macro_event,LOW,fg=32(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
514,2025-11-13 06:00:00+00:00,ESPORTSUSDT,17.84,macro_event,none,macro_event,LOW,fg=20(Extreme Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
515,2026-05-25 10:00:00+00:00,ESPORTSUSDT,82.45,liq_cascade,macro_event,liq_cascade|macro_event,MEDIUM,fg=28(Extreme Fear); token_unlock:no_data
516,2024-08-04 12:00:00+00:00,ETHUSDT,23.77,btc_cascade,none,btc_cascade,HIGH,fg=36(Fear); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
517,2024-12-19 11:00:00+00:00,ETHUSDT,16.18,unknown,none,unknown,NONE,fg=78(Extreme Greed); liq_cascade:pre_coverage; news_negative:pre_coverage; token_unlock:no_data
