pump_id,symbol,start_ts,end_ts,pct_chg,vol_mult,pump_type,split
234,ESPORTSUSDT,2025-11-13 12:00:00+00:00,2025-11-13 13:00:00+00:00,25.526,159.8757,fast,test
235,ESPORTSUSDT,2025-11-14 03:00:00+00:00,2025-11-14 04:00:00+00:00,15.1929,58.4623,fast,test
236,ESPORTSUSDT,2025-12-04 11:00:00+00:00,2025-12-04 12:00:00+00:00,21.7725,43.2948,fast,test
237,ESPORTSUSDT,2026-04-18 16:00:00+00:00,2026-04-18 17:00:00+00:00,14.0167,31.0587,fast,test
238,ESPORTSUSDT,2026-04-24 14:00:00+00:00,2026-04-24 15:00:00+00:00,12.803,77.4352,fast,test
239,ESPORTSUSDT,2026-05-20 08:00:00+00:00,2026-05-20 09:00:00+00:00,12.7829,78.6122,fast,test
240,ESPORTSUSDT,2026-05-26 15:00:00+00:00,2026-05-26 16:00:00+00:00,15.6566,1358.1002,fast,test
241,ETHUSDT,2024-05-20 12:00:00+00:00,2024-05-21 12:00:00+00:00,23.1026,4.7787,main,train
242,ETHUSDT,2025-02-03 04:00:00+00:00,2025-02-03 23:00:00+00:00,17.4204,3.754,main,train
243,ETHUSDT,2025-03-02 14:00:00+00:00,2025-03-02 22:00:00+00:00,15.576,3.3593,main,train
244,ETHUSDT,2025-04-09 03:00:00+00:00,2025-04-09 20:00:00+00:00,17.9906,4.3169,main,train
245,ETHUSDT,2025-05-08 08:00:00+00:00,2025-05-09 08:00:00+00:00,24.6864,3.8168,main,train
246,FFUSDT,2026-01-19 06:00:00+00:00,2026-01-20 06:00:00+00:00,16.9341,3.0539,main,test
247,FFUSDT,2026-02-05 20:00:00+00:00,2026-02-06 17:00:00+00:00,15.1448,3.386,main,test
248,FFUSDT,2026-04-10 14:00:00+00:00,2026-04-10 18:00:00+00:00,104.2372,155.6826,main,test
249,FFUSDT,2026-05-13 03:00:00+00:00,2026-05-13 17:00:00+00:00,16.7766,10.7738,main,test
250,FFUSDT,2026-05-14 18:00:00+00:00,2026-05-15 10:00:00+00:00,23.281,13.1344,main,test
251,FFUSDT,2026-05-26 13:00:00+00:00,2026-05-27 13:00:00+00:00,17.0909,8.2974,main,test
252,FFUSDT,2026-04-10 17:00:00+00:00,2026-04-10 18:00:00+00:00,95.6149,686.2474,fast,test
253,FFUSDT,2026-05-27 12:00:00+00:00,2026-05-27 13:00:00+00:00,12.518,96.559,fast,test
254,FILUSDT,2024-11-16 00:00:00+00:00,2024-11-17 00:00:00+00:00,15.8867,3.1226,main,train
255,FILUSDT,2024-11-23 04:00:00+00:00,2024-11-24 03:00:00+00:00,21.6123,4.2995,main,train
256,FILUSDT,2025-02-03 04:00:00+00:00,2025-02-03 22:00:00+00:00,22.8819,3.2941,main,train
257,FILUSDT,2025-11-06 17:00:00+00:00,2025-11-07 17:00:00+00:00,122.3667,14.8842,main,test
258,FILUSDT,2025-12-31 18:00:00+00:00,2026-01-01 17:00:00+00:00,21.248,3.5601,main,test
259,FILUSDT,2026-02-24 23:00:00+00:00,2026-02-25 19:00:00+00:00,25.6264,3.5948,main,test
260,FILUSDT,2026-05-05 04:00:00+00:00,2026-05-06 04:00:00+00:00,21.315,4.0955,main,test
261,FILUSDT,2026-05-08 13:00:00+00:00,2026-05-09 02:00:00+00:00,19.537,5.1143,main,test
262,FILUSDT,2025-11-07 08:00:00+00:00,2025-11-07 09:00:00+00:00,10.0333,12.724,fast,test
263,FILUSDT,2025-11-07 15:00:00+00:00,2025-11-07 16:00:00+00:00,18.9103,42.7979,fast,test
264,FILUSDT,2026-05-08 14:00:00+00:00,2026-05-08 15:00:00+00:00,12.5565,21.5414,fast,test
265,GUAUSDT,2026-01-15 14:00:00+00:00,2026-01-16 01:00:00+00:00,18.6331,3.8953,main,test
266,GUAUSDT,2026-02-24 09:00:00+00:00,2026-02-25 09:00:00+00:00,30.4913,10.138,main,test
267,GUAUSDT,2026-03-03 22:00:00+00:00,2026-03-04 20:00:00+00:00,15.3722,3.19,main,test
268,GUAUSDT,2026-03-19 22:00:00+00:00,2026-03-20 20:00:00+00:00,19.3928,9.1572,main,test
269,GUAUSDT,2026-03-30 05:00:00+00:00,2026-03-31 04:00:00+00:00,17.4433,3.1647,main,test
270,GUAUSDT,2026-04-01 03:00:00+00:00,2026-04-02 01:00:00+00:00,29.5279,5.2572,main,test
271,GUAUSDT,2026-04-02 15:00:00+00:00,2026-04-03 10:00:00+00:00,24.2756,3.3816,main,test
272,GUAUSDT,2026-04-18 19:00:00+00:00,2026-04-19 19:00:00+00:00,46.3723,7.2879,main,test
273,GUAUSDT,2026-05-11 15:00:00+00:00,2026-05-12 15:00:00+00:00,35.4986,4.4354,main,test
274,GUAUSDT,2026-05-15 13:00:00+00:00,2026-05-16 13:00:00+00:00,24.6076,5.0116,main,test
275,GUAUSDT,2026-05-21 21:00:00+00:00,2026-05-22 17:00:00+00:00,29.8916,3.5675,main,test
276,GUAUSDT,2026-05-25 12:00:00+00:00,2026-05-25 16:00:00+00:00,44.8886,6.5147,main,test
277,GUAUSDT,2026-05-26 16:00:00+00:00,2026-05-27 04:00:00+00:00,15.534,13.6892,main,test
278,GUAUSDT,2026-05-20 05:00:00+00:00,2026-05-20 06:00:00+00:00,14.3257,13.1589,fast,test
279,GUAUSDT,2026-05-25 14:00:00+00:00,2026-05-25 15:00:00+00:00,31.5339,11.8025,fast,test
280,GUAUSDT,2026-05-27 00:00:00+00:00,2026-05-27 01:00:00+00:00,12.7896,8.1264,fast,test
281,GUAUSDT,2026-05-27 13:00:00+00:00,2026-05-27 14:00:00+00:00,14.3026,19.762,fast,test
282,GUAUSDT,2026-05-27 16:00:00+00:00,2026-05-27 17:00:00+00:00,42.2304,109.7007,fast,test
283,HYPEUSDT,2026-01-27 01:00:00+00:00,2026-01-28 01:00:00+00:00,28.8243,5.6753,main,test
284,HYPEUSDT,2026-02-02 06:00:00+00:00,2026-02-03 03:00:00+00:00,25.132,3.8686,main,test
285,HYPEUSDT,2026-05-14 03:00:00+00:00,2026-05-15 03:00:00+00:00,21.7656,4.3055,main,test
286,HYPEUSDT,2026-05-20 08:00:00+00:00,2026-05-21 08:00:00+00:00,20.5494,5.282,main,test
287,HYPEUSDT,2026-05-23 12:00:00+00:00,2026-05-24 12:00:00+00:00,16.2936,4.3234,main,test
288,ICPUSDT,2024-07-13 01:00:00+00:00,2024-07-14 01:00:00+00:00,18.0601,3.7283,main,train
289,ICPUSDT,2024-09-10 03:00:00+00:00,2024-09-10 22:00:00+00:00,17.3072,4.5818,main,train
290,ICPUSDT,2024-11-22 00:00:00+00:00,2024-11-23 00:00:00+00:00,26.3584,3.6296,main,train
291,ICPUSDT,2025-02-03 04:00:00+00:00,2025-02-03 22:00:00+00:00,24.8982,3.1559,main,train
292,ICPUSDT,2025-10-10 22:00:00+00:00,2025-10-11 08:00:00+00:00,17.9965,4.0574,main,train
293,ICPUSDT,2025-11-02 01:00:00+00:00,2025-11-02 23:00:00+00:00,25.8093,9.862,main,test
294,ICPUSDT,2025-11-03 20:00:00+00:00,2025-11-04 19:00:00+00:00,57.8038,20.1211,main,test
295,ICPUSDT,2025-11-06 08:00:00+00:00,2025-11-07 07:00:00+00:00,43.2347,12.3604,main,test
296,ICPUSDT,2025-11-17 13:00:00+00:00,2025-11-18 01:00:00+00:00,22.34,3.8515,main,test
297,ICPUSDT,2025-12-20 11:00:00+00:00,2025-12-20 22:00:00+00:00,16.1486,3.0318,main,test
298,ICPUSDT,2026-01-14 02:00:00+00:00,2026-01-15 00:00:00+00:00,33.5497,7.0039,main,test
299,ICPUSDT,2026-03-11 05:00:00+00:00,2026-03-11 15:00:00+00:00,15.7537,10.2755,main,test
300,ICPUSDT,2026-05-05 23:00:00+00:00,2026-05-06 23:00:00+00:00,20.5438,8.6126,main,test
301,ICPUSDT,2026-05-08 02:00:00+00:00,2026-05-09 01:00:00+00:00,33.777,11.8183,main,test
302,ICPUSDT,2025-11-04 01:00:00+00:00,2025-11-04 02:00:00+00:00,12.5595,23.8887,fast,test
303,ICPUSDT,2025-11-07 04:00:00+00:00,2025-11-07 05:00:00+00:00,10.2072,15.1858,fast,test
304,ICPUSDT,2025-11-07 06:00:00+00:00,2025-11-07 07:00:00+00:00,10.1054,21.1929,fast,test
305,ICPUSDT,2025-11-08 01:00:00+00:00,2025-11-08 02:00:00+00:00,11.573,22.6256,fast,test
306,ICPUSDT,2026-03-11 05:00:00+00:00,2026-03-11 06:00:00+00:00,12.0594,51.1817,fast,test
307,ICPUSDT,2026-05-09 00:00:00+00:00,2026-05-09 01:00:00+00:00,10.866,46.8954,fast,test
308,LABUSDT,2025-10-30 14:00:00+00:00,2025-10-30 23:00:00+00:00,199.7293,23.1302,main,train
309,LABUSDT,2025-10-31 08:00:00+00:00,2025-10-31 10:00:00+00:00,27.5661,10.5613,main,train
310,LABUSDT,2025-11-01 16:00:00+00:00,2025-11-02 16:00:00+00:00,49.3862,4.6241,main,test
311,LABUSDT,2025-11-04 05:00:00+00:00,2025-11-05 02:00:00+00:00,19.4805,3.0067,main,test
312,LABUSDT,2025-11-07 02:00:00+00:00,2025-11-07 12:00:00+00:00,57.4445,3.2452,main,test
313,LABUSDT,2025-12-07 16:00:00+00:00,2025-12-08 08:00:00+00:00,39.2908,11.7544,main,test
314,LABUSDT,2025-12-20 06:00:00+00:00,2025-12-21 06:00:00+00:00,39.5586,8.2069,main,test
315,LABUSDT,2025-12-21 21:00:00+00:00,2025-12-22 17:00:00+00:00,28.4109,3.4558,main,test
316,LABUSDT,2026-01-07 14:00:00+00:00,2026-01-08 12:00:00+00:00,22.0069,3.0868,main,test
317,LABUSDT,2026-01-17 17:00:00+00:00,2026-01-18 17:00:00+00:00,43.5595,11.906,main,test
318,LABUSDT,2026-01-19 21:00:00+00:00,2026-01-20 03:00:00+00:00,23.5765,7.3934,main,test
319,LABUSDT,2026-01-20 07:00:00+00:00,2026-01-20 17:00:00+00:00,21.2637,4.1457,main,test
320,LABUSDT,2026-03-05 23:00:00+00:00,2026-03-06 21:00:00+00:00,19.3181,5.774,main,test
321,LABUSDT,2026-03-10 09:00:00+00:00,2026-03-10 15:00:00+00:00,16.8131,3.6937,main,test
322,LABUSDT,2026-03-21 09:00:00+00:00,2026-03-22 09:00:00+00:00,25.8339,6.1576,main,test
323,LABUSDT,2026-03-27 12:00:00+00:00,2026-03-28 08:00:00+00:00,17.1885,3.1097,main,test
324,LABUSDT,2026-04-07 01:00:00+00:00,2026-04-08 00:00:00+00:00,40.1005,15.7683,main,test
325,LABUSDT,2026-04-11 23:00:00+00:00,2026-04-12 18:00:00+00:00,40.6085,6.8626,main,test
326,LABUSDT,2026-04-15 03:00:00+00:00,2026-04-16 01:00:00+00:00,23.3227,4.4079,main,test
327,LABUSDT,2026-04-23 04:00:00+00:00,2026-04-24 04:00:00+00:00,53.8423,4.9237,main,test
328,LABUSDT,2026-04-24 08:00:00+00:00,2026-04-24 09:00:00+00:00,28.3463,3.7686,main,test
329,LABUSDT,2026-04-25 21:00:00+00:00,2026-04-26 09:00:00+00:00,32.7905,4.5781,main,test
330,LABUSDT,2026-05-01 16:00:00+00:00,2026-05-02 16:00:00+00:00,372.6756,24.5652,main,test
331,LABUSDT,2026-05-03 02:00:00+00:00,2026-05-03 21:00:00+00:00,204.5877,27.2679,main,test
332,LABUSDT,2026-05-03 23:00:00+00:00,2026-05-04 01:00:00+00:00,19.2748,11.5483,main,test
333,LABUSDT,2026-05-06 13:00:00+00:00,2026-05-07 06:00:00+00:00,99.9021,7.399,main,test
334,LABUSDT,2026-05-14 11:00:00+00:00,2026-05-14 17:00:00+00:00,15.5267,3.5712,main,test
335,LABUSDT,2025-10-30 17:00:00+00:00,2025-10-30 18:00:00+00:00,63.0551,30.2246,fast,train
336,LABUSDT,2025-10-30 20:00:00+00:00,2025-10-30 21:00:00+00:00,29.211,25.7216,fast,train
337,LABUSDT,2025-10-30 22:00:00+00:00,2025-10-30 23:00:00+00:00,44.7006,57.6783,fast,train
338,LABUSDT,2025-10-31 09:00:00+00:00,2025-10-31 10:00:00+00:00,15.5986,34.5335,fast,train
339,LABUSDT,2025-11-02 00:00:00+00:00,2025-11-02 01:00:00+00:00,15.2868,6.5924,fast,test
340,LABUSDT,2025-11-02 15:00:00+00:00,2025-11-02 16:00:00+00:00,21.941,19.5496,fast,test
341,LABUSDT,2025-11-07 11:00:00+00:00,2025-11-07 12:00:00+00:00,22.8958,9.9728,fast,test
342,LABUSDT,2025-11-07 13:00:00+00:00,2025-11-07 14:00:00+00:00,15.0694,10.2228,fast,test
343,LABUSDT,2025-11-28 23:00:00+00:00,2025-11-29 00:00:00+00:00,10.5134,5.6732,fast,test
344,LABUSDT,2026-01-20 00:00:00+00:00,2026-01-20 01:00:00+00:00,10.1626,16.3079,fast,test
345,LABUSDT,2026-04-08 15:00:00+00:00,2026-04-08 16:00:00+00:00,19.5036,79.1785,fast,test
346,LABUSDT,2026-04-08 18:00:00+00:00,2026-04-08 19:00:00+00:00,11.7144,43.4917,fast,test
347,LABUSDT,2026-04-14 01:00:00+00:00,2026-04-14 02:00:00+00:00,17.9223,18.4379,fast,test
348,LABUSDT,2026-04-15 03:00:00+00:00,2026-04-15 04:00:00+00:00,11.2474,13.0554,fast,test
349,LABUSDT,2026-04-24 08:00:00+00:00,2026-04-24 09:00:00+00:00,28.3463,26.3065,fast,test
350,LABUSDT,2026-04-25 21:00:00+00:00,2026-04-25 22:00:00+00:00,10.675,11.0338,fast,test
351,LABUSDT,2026-04-26 04:00:00+00:00,2026-04-26 05:00:00+00:00,14.4043,6.6478,fast,test
352,LABUSDT,2026-05-01 18:00:00+00:00,2026-05-01 19:00:00+00:00,13.9922,7.2469,fast,test
353,LABUSDT,2026-05-01 22:00:00+00:00,2026-05-01 23:00:00+00:00,25.3424,25.7437,fast,test
354,LABUSDT,2026-05-02 03:00:00+00:00,2026-05-02 04:00:00+00:00,23.1586,26.8837,fast,test
355,LABUSDT,2026-05-02 08:00:00+00:00,2026-05-02 09:00:00+00:00,19.6613,25.963,fast,test
356,LABUSDT,2026-05-02 13:00:00+00:00,2026-05-02 14:00:00+00:00,18.172,34.3624,fast,test
357,LABUSDT,2026-05-02 15:00:00+00:00,2026-05-02 16:00:00+00:00,16.1795,39.3665,fast,test
358,LABUSDT,2026-05-02 20:00:00+00:00,2026-05-02 21:00:00+00:00,27.5323,36.6423,fast,test
359,LABUSDT,2026-05-03 02:00:00+00:00,2026-05-03 03:00:00+00:00,44.3242,119.095,fast,test
360,LABUSDT,2026-05-03 08:00:00+00:00,2026-05-03 09:00:00+00:00,27.8448,41.3153,fast,test
361,LABUSDT,2026-05-03 12:00:00+00:00,2026-05-03 13:00:00+00:00,17.3521,25.5219,fast,test
362,LABUSDT,2026-05-03 16:00:00+00:00,2026-05-03 17:00:00+00:00,21.507,22.5252,fast,test
363,LABUSDT,2026-05-03 20:00:00+00:00,2026-05-03 21:00:00+00:00,10.3379,10.2945,fast,test
364,LABUSDT,2026-05-03 23:00:00+00:00,2026-05-04 00:00:00+00:00,18.0692,21.0236,fast,test
365,LABUSDT,2026-05-04 11:00:00+00:00,2026-05-04 12:00:00+00:00,15.3022,19.987,fast,test
366,LABUSDT,2026-05-04 23:00:00+00:00,2026-05-05 00:00:00+00:00,13.3165,10.3143,fast,test
367,LABUSDT,2026-05-05 07:00:00+00:00,2026-05-05 08:00:00+00:00,15.2055,15.2245,fast,test
368,LABUSDT,2026-05-06 06:00:00+00:00,2026-05-06 07:00:00+00:00,11.4599,9.596,fast,test
369,LABUSDT,2026-05-06 13:00:00+00:00,2026-05-06 14:00:00+00:00,57.4115,36.5828,fast,test
370,LABUSDT,2026-05-06 15:00:00+00:00,2026-05-06 16:00:00+00:00,10.8793,13.521,fast,test
371,LABUSDT,2026-05-07 12:00:00+00:00,2026-05-07 13:00:00+00:00,14.6073,6.989,fast,test
372,LABUSDT,2026-05-11 17:00:00+00:00,2026-05-11 18:00:00+00:00,37.0383,9.901,fast,test
373,LABUSDT,2026-05-15 05:00:00+00:00,2026-05-15 06:00:00+00:00,24.704,20.0372,fast,test
374,LABUSDT,2026-05-15 20:00:00+00:00,2026-05-15 21:00:00+00:00,11.3652,4.0138,fast,test
375,LINKUSDT,2024-05-16 14:00:00+00:00,2024-05-17 12:00:00+00:00,21.8513,8.6267,main,train
376,LINKUSDT,2024-08-05 12:00:00+00:00,2024-08-06 07:00:00+00:00,21.8524,3.7616,main,train
377,LINKUSDT,2024-12-01 20:00:00+00:00,2024-12-02 20:00:00+00:00,34.9775,4.4154,main,train
378,LINKUSDT,2024-12-12 00:00:00+00:00,2024-12-12 23:00:00+00:00,21.392,3.147,main,train
379,LINKUSDT,2025-01-19 11:00:00+00:00,2025-01-19 17:00:00+00:00,18.3981,3.7764,main,train
380,LINKUSDT,2025-02-03 02:00:00+00:00,2025-02-03 19:00:00+00:00,27.899,3.2399,main,train
381,LINKUSDT,2025-04-07 06:00:00+00:00,2025-04-08 04:00:00+00:00,15.9608,3.1993,main,train
382,LINKUSDT,2025-08-17 02:00:00+00:00,2025-08-17 15:00:00+00:00,15.1757,3.2821,main,train
383,NEARUSDT,2024-08-05 12:00:00+00:00,2024-08-06 06:00:00+00:00,17.8616,3.7949,main,train
384,NEARUSDT,2024-09-22 21:00:00+00:00,2024-09-23 20:00:00+00:00,16.6517,4.0007,main,train
385,NEARUSDT,2024-11-10 20:00:00+00:00,2024-11-11 18:00:00+00:00,21.0929,4.9497,main,train
386,NEARUSDT,2024-11-15 18:00:00+00:00,2024-11-16 10:00:00+00:00,17.5061,3.5635,main,train
387,NEARUSDT,2025-01-20 00:00:00+00:00,2025-01-20 08:00:00+00:00,15.65,3.5583,main,train
388,NEARUSDT,2025-02-03 02:00:00+00:00,2025-02-03 22:00:00+00:00,27.3432,3.8021,main,train
389,NEARUSDT,2025-09-17 20:00:00+00:00,2025-09-18 20:00:00+00:00,16.7394,3.1041,main,train
390,NEARUSDT,2025-11-06 17:00:00+00:00,2025-11-07 17:00:00+00:00,41.1411,4.7435,main,test
391,NEARUSDT,2026-02-06 00:00:00+00:00,2026-02-06 17:00:00+00:00,15.8228,3.3909,main,test
392,NEARUSDT,2026-02-24 23:00:00+00:00,2026-02-25 21:00:00+00:00,27.6684,3.2213,main,test
393,NEARUSDT,2026-03-01 22:00:00+00:00,2026-03-02 22:00:00+00:00,21.3086,4.1926,main,test
394,NEARUSDT,2026-05-05 16:00:00+00:00,2026-05-06 16:00:00+00:00,19.7161,3.2304,main,test
395,NEARUSDT,2026-05-21 13:00:00+00:00,2026-05-22 12:00:00+00:00,32.9696,8.9032,main,test
396,NEARUSDT,2026-05-23 07:00:00+00:00,2026-05-23 23:00:00+00:00,20.9176,7.2991,main,test
397,NEARUSDT,2026-05-25 03:00:00+00:00,2026-05-25 21:00:00+00:00,18.7473,5.2875,main,test
398,ONDOUSDT,2024-05-17 04:00:00+00:00,2024-05-18 04:00:00+00:00,17.9096,3.0616,main,train
399,ONDOUSDT,2024-05-23 19:00:00+00:00,2024-05-24 01:00:00+00:00,21.3198,3.5621,main,train
400,ONDOUSDT,2024-08-05 12:00:00+00:00,2024-08-06 07:00:00+00:00,45.5951,7.3471,main,train
401,ONDOUSDT,2024-11-05 11:00:00+00:00,2024-11-06 11:00:00+00:00,15.0787,3.0494,main,train
402,ONDOUSDT,2024-11-10 01:00:00+00:00,2024-11-11 00:00:00+00:00,20.9437,4.3775,main,train
403,ONDOUSDT,2024-11-13 06:00:00+00:00,2024-11-13 18:00:00+00:00,15.7501,3.401,main,train
404,ONDOUSDT,2024-12-02 10:00:00+00:00,2024-12-03 02:00:00+00:00,53.4735,4.392,main,train
405,ONDOUSDT,2024-12-03 13:00:00+00:00,2024-12-04 03:00:00+00:00,18.2877,3.3458,main,train
406,ONDOUSDT,2024-12-15 13:00:00+00:00,2024-12-16 00:00:00+00:00,16.1301,3.0315,main,train
407,ONDOUSDT,2025-01-17 12:00:00+00:00,2025-01-18 00:00:00+00:00,17.111,5.1078,main,train
408,ONDOUSDT,2025-01-18 18:00:00+00:00,2025-01-19 17:00:00+00:00,29.0724,4.374,main,train
409,ONDOUSDT,2025-01-23 11:00:00+00:00,2025-01-24 11:00:00+00:00,17.5967,3.4013,main,train
410,ONDOUSDT,2025-02-03 01:00:00+00:00,2025-02-03 17:00:00+00:00,37.5433,3.5367,main,train
411,ONDOUSDT,2025-04-24 08:00:00+00:00,2025-04-25 08:00:00+00:00,18.1912,3.6376,main,train
412,ONDOUSDT,2025-06-23 11:00:00+00:00,2025-06-24 06:00:00+00:00,17.02,3.0269,main,train
413,ONDOUSDT,2025-10-10 21:00:00+00:00,2025-10-11 11:00:00+00:00,22.4096,4.4774,main,train
414,ONDOUSDT,2026-02-05 23:00:00+00:00,2026-02-06 17:00:00+00:00,18.4164,3.6247,main,test
415,ONDOUSDT,2026-05-08 01:00:00+00:00,2026-05-09 00:00:00+00:00,35.056,12.2758,main,test
416,ONDOUSDT,2026-05-18 10:00:00+00:00,2026-05-19 05:00:00+00:00,18.3478,5.3993,main,test
417,ONDOUSDT,2024-08-05 12:00:00+00:00,2024-08-05 13:00:00+00:00,12.3336,13.0653,fast,train
418,ONDOUSDT,2024-08-05 14:00:00+00:00,2024-08-05 15:00:00+00:00,12.5696,20.1898,fast,train
419,ONDOUSDT,2024-12-04 02:00:00+00:00,2024-12-04 03:00:00+00:00,10.8262,6.9912,fast,train
420,ONDOUSDT,2024-12-15 21:00:00+00:00,2024-12-15 22:00:00+00:00,11.7245,7.2109,fast,train
421,ONDOUSDT,2025-01-17 23:00:00+00:00,2025-01-18 00:00:00+00:00,10.3224,15.1148,fast,train
422,ONDOUSDT,2025-04-09 16:00:00+00:00,2025-04-09 17:00:00+00:00,14.1879,14.7772,fast,train
423,PLAYUSDT,2025-08-07 03:00:00+00:00,2025-08-07 07:00:00+00:00,128.6277,10.2543,main,train
424,PLAYUSDT,2025-09-05 05:00:00+00:00,2025-09-05 20:00:00+00:00,35.7003,3.8186,main,train
425,PLAYUSDT,2025-10-10 21:00:00+00:00,2025-10-11 10:00:00+00:00,27.0471,3.1364,main,train
426,PLAYUSDT,2025-10-15 03:00:00+00:00,2025-10-15 04:00:00+00:00,17.9676,6.2514,main,train
427,PLAYUSDT,2025-11-13 02:00:00+00:00,2025-11-13 21:00:00+00:00,26.2831,16.349,main,test
428,PLAYUSDT,2025-11-25 05:00:00+00:00,2025-11-25 16:00:00+00:00,21.4943,3.7723,main,test
429,PLAYUSDT,2025-12-10 10:00:00+00:00,2025-12-11 09:00:00+00:00,17.9187,3.2429,main,test
430,PLAYUSDT,2025-12-23 10:00:00+00:00,2025-12-24 10:00:00+00:00,42.454,158.2937,main,test
431,PLAYUSDT,2025-12-28 17:00:00+00:00,2025-12-29 06:00:00+00:00,27.0658,21.2556,main,test
432,PLAYUSDT,2026-01-11 22:00:00+00:00,2026-01-12 18:00:00+00:00,64.1847,72.9906,main,test
433,PLAYUSDT,2026-01-13 03:00:00+00:00,2026-01-14 01:00:00+00:00,25.4895,57.9588,main,test
434,PLAYUSDT,2026-01-18 23:00:00+00:00,2026-01-19 08:00:00+00:00,28.6223,8.5659,main,test
435,PLAYUSDT,2026-01-27 23:00:00+00:00,2026-01-28 23:00:00+00:00,72.613,38.8988,main,test
436,PLAYUSDT,2026-01-30 09:00:00+00:00,2026-01-30 17:00:00+00:00,23.5829,6.7629,main,test
437,PLAYUSDT,2026-02-04 05:00:00+00:00,2026-02-04 08:00:00+00:00,16.14,3.0766,main,test
438,PLAYUSDT,2026-02-19 19:00:00+00:00,2026-02-20 19:00:00+00:00,19.3029,4.4159,main,test
439,PLAYUSDT,2026-02-21 10:00:00+00:00,2026-02-22 05:00:00+00:00,18.0238,7.7429,main,test
440,PLAYUSDT,2026-03-10 08:00:00+00:00,2026-03-11 08:00:00+00:00,88.1025,53.3551,main,test
441,PLAYUSDT,2026-03-11 17:00:00+00:00,2026-03-12 01:00:00+00:00,17.589,13.9675,main,test
442,PLAYUSDT,2026-03-14 00:00:00+00:00,2026-03-14 02:00:00+00:00,15.9709,3.0723,main,test
443,PLAYUSDT,2026-03-20 10:00:00+00:00,2026-03-21 02:00:00+00:00,26.9218,3.3789,main,test
444,PLAYUSDT,2026-03-22 09:00:00+00:00,2026-03-23 07:00:00+00:00,36.8186,3.8875,main,test
445,PLAYUSDT,2026-03-28 20:00:00+00:00,2026-03-29 05:00:00+00:00,90.7968,37.0076,main,test
446,PLAYUSDT,2026-04-05 20:00:00+00:00,2026-04-06 17:00:00+00:00,118.5379,25.6053,main,test
447,PLAYUSDT,2026-04-15 04:00:00+00:00,2026-04-15 19:00:00+00:00,126.9485,10.4577,main,test
448,PLAYUSDT,2026-05-06 11:00:00+00:00,2026-05-06 20:00:00+00:00,61.872,15.6905,main,test
449,PLAYUSDT,2026-05-09 03:00:00+00:00,2026-05-09 10:00:00+00:00,51.6367,18.9311,main,test
450,PLAYUSDT,2026-05-09 23:00:00+00:00,2026-05-10 08:00:00+00:00,18.9619,8.0414,main,test
451,PLAYUSDT,2026-05-10 21:00:00+00:00,2026-05-11 09:00:00+00:00,25.2162,4.9853,main,test
452,PLAYUSDT,2026-05-13 23:00:00+00:00,2026-05-14 14:00:00+00:00,40.8975,8.1888,main,test
453,PLAYUSDT,2026-05-19 05:00:00+00:00,2026-05-20 05:00:00+00:00,49.2994,12.0611,main,test
454,PLAYUSDT,2026-05-20 22:00:00+00:00,2026-05-21 00:00:00+00:00,19.6401,6.7991,main,test
455,PLAYUSDT,2026-05-21 21:00:00+00:00,2026-05-22 03:00:00+00:00,28.2876,6.0208,main,test
456,PLAYUSDT,2026-05-22 04:00:00+00:00,2026-05-22 13:00:00+00:00,15.7604,4.0089,main,test
457,PLAYUSDT,2026-05-24 21:00:00+00:00,2026-05-25 16:00:00+00:00,77.1544,14.24,main,test
458,PLAYUSDT,2026-05-26 09:00:00+00:00,2026-05-27 06:00:00+00:00,27.6161,5.4058,main,test
459,PLAYUSDT,2025-08-07 06:00:00+00:00,2025-08-07 07:00:00+00:00,61.9528,41.7428,fast,train
460,PLAYUSDT,2025-08-07 21:00:00+00:00,2025-08-07 22:00:00+00:00,10.0546,3.9654,fast,train
461,PLAYUSDT,2025-08-11 03:00:00+00:00,2025-08-11 04:00:00+00:00,10.568,3.5498,fast,train
462,PLAYUSDT,2025-08-27 02:00:00+00:00,2025-08-27 03:00:00+00:00,12.1182,3.2935,fast,train
463,PLAYUSDT,2025-08-29 20:00:00+00:00,2025-08-29 21:00:00+00:00,18.1307,5.4516,fast,train
464,PLAYUSDT,2025-09-05 08:00:00+00:00,2025-09-05 09:00:00+00:00,11.2292,3.4173,fast,train
465,PLAYUSDT,2025-09-05 15:00:00+00:00,2025-09-05 16:00:00+00:00,18.5415,16.8851,fast,train
466,PLAYUSDT,2025-10-15 03:00:00+00:00,2025-10-15 04:00:00+00:00,17.9676,18.5302,fast,train
467,PLAYUSDT,2025-11-13 12:00:00+00:00,2025-11-13 13:00:00+00:00,12.6965,35.7889,fast,test
468,PLAYUSDT,2025-11-25 15:00:00+00:00,2025-11-25 16:00:00+00:00,10.07,9.305,fast,test
469,PLAYUSDT,2025-12-11 08:00:00+00:00,2025-12-11 09:00:00+00:00,12.6802,19.632,fast,test
470,PLAYUSDT,2025-12-23 13:00:00+00:00,2025-12-23 14:00:00+00:00,24.4307,221.9915,fast,test
471,PLAYUSDT,2026-01-12 13:00:00+00:00,2026-01-12 14:00:00+00:00,48.4804,184.0125,fast,test
472,PLAYUSDT,2026-01-19 07:00:00+00:00,2026-01-19 08:00:00+00:00,23.3537,43.4111,fast,test
473,PLAYUSDT,2026-01-28 09:00:00+00:00,2026-01-28 10:00:00+00:00,18.7648,38.5632,fast,test
